customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,ChargesDaily
3977-QCRSL,No,Female,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.15,0.0,0.67
3978-YNKDD,No,Male,0,0,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.85,0.0,0.7
3981-QSVQI,No,Male,0,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.7,0.0,0.66
3982-DQLUS,No,Male,1,1,1,65,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,85.75,1.0,2.86
3982-JGSFD,No,Male,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.35,0.0,0.68
3982-XWFZQ,Yes,Female,0,1,0,42,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.25,0.0,1.68
3985-HOYPM,No,Male,0,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,0.0,0.65
3987-KQDDU,No,Male,0,0,0,9,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,75.6,0.0,2.52
3988-RQIXO,Yes,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.3,1.0,3.04
3990-QYKBE,Yes,Male,1,1,0,37,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.5,1.0,3.08
3992-YWPKO,Yes,Female,0,0,0,6,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),109.9,0.0,3.66
3995-RWMUH,,Male,0,0,0,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.65,0.0,1.49
3995-WFCSM,No,Female,0,0,0,2,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,60.85,0.0,2.03
3996-ZNWYK,No,Male,1,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.8,1.0,0.66
3999-QGRJH,Yes,Male,1,0,0,8,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,1.0,2.32
3999-WRNGR,No,Female,0,1,1,60,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.75,0.0,1.66
4000-VGMQP,No,Male,0,1,1,38,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),78.95,0.0,2.63
4001-TSBTV,No,Female,0,1,1,58,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.55,0.0,3.05
4002-BQWPQ,No,Male,0,0,0,25,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),81.75,0.0,2.72
4003-FUSHP,No,Male,0,0,0,19,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),61.55,0.0,2.05
4003-OCTMP,No,Female,0,1,0,31,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,64.0,0.0,2.13
4006-HKYHO,No,Male,0,0,0,63,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.7,0.0,2.89
4007-NHVHI,No,Female,1,0,0,56,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,96.85,1.0,3.23
4009-ALQFH,Yes,Female,0,0,0,25,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.5,0.0,3.32
4010-YLMVT,No,Female,0,0,0,56,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),106.6,0.0,3.55
4011-ARPHK,No,Male,0,0,0,27,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.35,0.0,1.68
4012-YCFAI,No,Male,0,1,0,60,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,61.35,0.0,2.04
4012-ZTHBR,No,Female,0,1,1,21,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.95,0.0,1.5
4013-GUXND,No,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.8,0.0,0.69
4013-TLDHQ,Yes,Male,0,0,0,19,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,78.25,0.0,2.61
4013-UBXWQ,Yes,Female,0,0,0,7,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,74.65,0.0,2.49
4016-BJKTZ,No,Female,0,0,0,25,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,108.9,0.0,3.63
4018-KJYUY,No,Male,0,0,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.15,0.0,0.67
4018-PPNDW,No,Female,0,1,1,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.1,0.0,0.8
4020-KIUDI,No,Male,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.85,0.0,0.66
4021-RQSNY,Yes,Male,1,1,0,29,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.5,1.0,3.28
4023-RTIQM,No,Female,1,1,0,31,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),50.4,1.0,1.68
4024-CSNBY,No,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),94.25,0.0,3.14
4026-SKKHW,No,Male,0,0,0,3,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.25,0.0,1.68
4029-HPFVY,No,Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.3,0.0,2.34
4030-VPZBD,Yes,Female,0,0,0,2,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,30.9,0.0,1.03
4032-RMHCI,No,Female,0,1,1,41,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),35.4,0.0,1.18
4039-HEUNW,Yes,Male,1,1,0,36,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.5,1.0,3.22
4039-PIMHX,No,Male,1,1,0,49,1,No,DSL,No,Yes,No,No,No,No,Two year,0,Mailed check,49.8,1.0,1.66
4043-MKDTV,No,Male,0,1,0,71,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,105.25,0.0,3.51
4047-GGUUG,,Female,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.45,0.0,0.65
4049-ZPALD,No,Female,0,1,0,64,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),99.0,0.0,3.3
4054-CUMIA,No,Female,0,1,1,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,0.0,0.68
4056-QHXHZ,No,Female,0,1,1,72,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,107.45,0.0,3.58
4057-FKCZK,No,Male,0,1,1,58,1,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,0,Bank transfer (automatic),82.5,0.0,2.75
4059-IIEBK,No,Female,0,0,0,7,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),78.55,0.0,2.62
4060-BTPXO,,Female,0,1,0,67,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),105.7,0.0,3.52
4060-LDNLU,No,Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,96.2,0.0,3.21
4061-UKJWL,No,Male,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.45,0.0,1.52
4062-HBMOS,No,Male,0,0,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.05,0.0,3.44
4063-EIKNQ,No,Male,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.95,0.0,0.7
4065-JJAVA,No,Female,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,49.5,0.0,1.65
4067-HLYQI,No,Female,0,0,0,33,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),70.4,0.0,2.35
4070-OKWVH,No,Female,0,1,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Bank transfer (automatic),94.6,0.0,3.15
4072-IPYLT,No,Female,0,1,1,36,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),51.05,0.0,1.7
4074-SJFFA,Yes,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,54.75,0.0,1.82
4075-JFPGR,No,Female,0,1,0,51,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,1,Electronic check,93.5,0.0,3.12
4075-WKNIU,No,Female,0,1,1,0,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,73.35,0.0,2.44
4077-CROMM,Yes,Female,0,1,1,31,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.2,0.0,3.47
4077-HWUYD,No,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),87.55,0.0,2.92
4078-SAYYN,Yes,Female,0,0,0,11,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.75,0.0,3.36
4079-ULGFR,No,Male,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,0.0,0.67
4079-VTGLK,No,Male,1,1,0,30,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,74.85,1.0,2.49
4079-WWQQQ,No,Male,0,0,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),65.55,0.0,2.18
4080-IIARD,No,Female,0,1,0,13,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,76.2,0.0,2.54
4080-OGPJL,Yes,Female,0,0,0,8,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,71.15,0.0,2.37
4081-DYXAV,Yes,Female,0,0,0,19,0,No phone service,DSL,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),44.85,0.0,1.5
4083-BFNYK,No,Female,1,1,0,38,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,0,Credit card (automatic),95.0,1.0,3.17
4083-EUGRJ,Yes,Male,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,0.0,0.68
4086-ATNFV,No,Female,0,1,1,34,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,1,Mailed check,60.8,0.0,2.03
4086-WITJG,No,Male,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,0.0,0.66
4086-YQSNZ,Yes,Female,1,1,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.4,1.0,2.68
4087-ULYNQ,,Female,0,1,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.25,0.0,0.68
4088-YLDSU,Yes,Male,0,1,0,55,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,104.15,0.0,3.47
4090-KPJIP,No,Female,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,0.0,2.5
4091-TVOCN,No,Male,0,0,1,48,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),78.75,0.0,2.62
4092-OFQZS,No,Male,0,1,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,0.0,0.69
4094-NSEDU,Yes,Female,1,0,0,21,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.25,1.0,3.14
4097-YODCF,No,Male,0,0,1,34,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,103.8,0.0,3.46
4098-NAUKP,No,Male,1,1,1,68,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.65,1.0,2.82
4102-BEFEK,,Male,0,0,0,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.05,0.0,0.67
4102-HLENU,No,Female,0,1,0,67,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Mailed check,65.65,0.0,2.19
4102-OQUPX,Yes,Male,1,1,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,1.0,2.48
4104-PVRPS,No,Male,0,1,0,24,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,53.6,0.0,1.79
4106-HADHQ,Yes,Male,0,1,1,39,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),80.0,0.0,2.67
4109-CYRBD,No,Male,1,1,0,29,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,51.6,1.0,1.72
4110-PFEUZ,Yes,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.55,0.0,2.32
4111-BNXIF,No,Female,0,1,1,67,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,59.55,0.0,1.98
4112-LUEIZ,Yes,Male,0,0,0,10,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.5,0.0,2.98
4114-QMKVN,No,Female,0,1,1,56,1,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,0,Bank transfer (automatic),68.75,0.0,2.29
4115-BNPJY,No,Male,0,1,1,29,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,75.55,0.0,2.52
4115-NZRKS,No,Female,1,0,0,7,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.15,1.0,2.97
4115-UMJFQ,No,Male,0,0,0,69,0,No phone service,DSL,No,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),35.75,0.0,1.19
4116-IQRFR,No,Male,0,1,1,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.1,0.0,0.8
4116-TZAQJ,Yes,Female,0,0,0,9,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.25,0.0,2.48
4118-CEVPF,No,Female,1,0,0,35,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),110.8,1.0,3.69
4119-ZYPZY,No,Male,1,0,0,71,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,106.8,1.0,3.56
4121-AGSIN,No,Female,0,1,1,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),24.5,0.0,0.82
4123-DVHPH,No,Male,0,1,0,9,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,88.05,0.0,2.94
4123-FCVCB,No,Female,0,0,0,12,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,1,Mailed check,75.85,0.0,2.53
4123-VPQTQ,,Female,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.55,0.0,0.65
4124-MMETB,Yes,Male,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.65,0.0,3.16
4128-ETESU,No,Female,1,1,0,47,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,99.7,1.0,3.32
4129-LYCOI,No,Female,0,0,1,67,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,104.0,0.0,3.47
4130-MZLCC,No,Female,0,0,0,5,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),50.55,0.0,1.68
4132-KALRO,No,Female,0,0,0,4,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,100.85,0.0,3.36
4132-POCZS,No,Male,0,1,0,52,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,39.9,0.0,1.33
4134-BSXLX,No,Male,0,1,0,28,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,60.9,0.0,2.03
4135-FRWKJ,No,Female,1,1,1,55,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Electronic check,76.25,1.0,2.54
4137-BTIKL,No,Male,0,0,0,2,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Mailed check,90.75,0.0,3.02
4137-JOPHL,No,Female,0,0,0,50,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),89.7,0.0,2.99
4138-NAXED,No,Male,0,0,0,51,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),81.0,0.0,2.7
4139-DETXS,No,Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),64.45,0.0,2.15
4139-JPIAM,No,Male,0,0,0,51,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),44.45,0.0,1.48
4139-SUGLD,Yes,Male,0,1,1,31,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),35.4,0.0,1.18
4140-MUHUG,Yes,Female,1,0,0,3,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,86.85,1.0,2.9
4140-TOILV,,Male,0,1,0,22,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),87.0,0.0,2.9
4140-WJAWW,Yes,Female,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.85,0.0,0.66
4143-HHPMK,Yes,Male,0,0,0,52,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,85.35,0.0,2.84
4143-OOBWZ,Yes,Male,0,1,0,5,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.3,0.0,2.71
4145-UQXUQ,Yes,Female,1,0,0,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,92.1,1.0,3.07
4146-SVFUD,No,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.6,0.0,1.49
4154-AQUGT,Yes,Male,1,1,0,13,1,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),89.05,1.0,2.97
4159-NAAIX,No,Female,0,0,0,63,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),97.45,0.0,3.25
4160-AMJTL,Yes,Female,1,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.65,1.0,0.65
4163-HFTUK,No,Male,0,0,0,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.1,0.0,0.64
4163-KIUHY,No,Male,0,0,0,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.6,0.0,0.85
4163-NCJAK,No,Female,0,1,0,46,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),24.45,0.0,0.82
4174-LPGTI,Yes,Female,0,1,1,41,1,No,DSL,No,Yes,No,Yes,No,Yes,One year,1,Bank transfer (automatic),66.5,0.0,2.22
4176-FXYBO,No,Male,0,1,0,54,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,109.55,0.0,3.65
4176-RELJR,No,Male,1,0,0,67,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.1,1.0,0.84
4177-JPDFU,No,Male,0,0,0,12,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,34.0,0.0,1.13
4178-EGMON,No,Male,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),88.0,0.0,2.93
4182-BGSIQ,No,Female,0,1,1,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.8,0.0,0.66
4183-MYFRB,No,Female,0,0,0,21,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,90.05,0.0,3.0
4183-WCSEP,Yes,Male,0,0,0,31,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,78.45,0.0,2.62
4184-TJFAN,Yes,Female,1,1,1,3,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,88.3,1.0,2.94
4184-VODJZ,No,Male,0,1,1,63,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,1,Electronic check,91.35,0.0,3.04
4186-ZBUEW,No,Female,0,0,0,36,1,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,1,Mailed check,70.7,0.0,2.36
4187-CINZD,Yes,Female,1,0,0,46,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Credit card (automatic),95.25,1.0,3.18
4188-FRABG,No,Male,0,1,0,57,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,103.05,0.0,3.44
4188-PCPIG,No,Female,0,1,0,57,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),70.35,0.0,2.34
4189-NAKJS,No,Male,0,0,0,26,1,Yes,DSL,No,No,No,No,No,No,One year,1,Credit card (automatic),51.55,0.0,1.72
4190-MFLUW,Yes,Female,0,1,1,10,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),55.2,0.0,1.84
4191-XOVOM,No,Male,0,0,0,63,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,105.4,0.0,3.51
4192-GORJT,Yes,Male,0,1,0,5,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.45,0.0,3.15
4193-IBKSW,No,Male,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.75,0.0,0.82
4193-ORFCL,Yes,Female,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.1,1.0,1.5
4194-FJARJ,No,Female,0,1,1,54,1,Yes,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),60.0,0.0,2.0
4194-WHFCB,No,Female,0,1,1,59,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),96.65,0.0,3.22
4195-NZGTA,No,Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.25,0.0,0.84
4195-PNGZS,No,Male,0,1,1,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,0.0,0.82
4195-SMMNX,Yes,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,0.0,0.68
4198-VFOEA,No,Female,0,0,0,12,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,33.6,0.0,1.12
4199-QHJNM,No,Male,1,1,0,67,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),102.9,1.0,3.43
4201-JMNGR,Yes,Female,1,0,0,1,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,55.8,1.0,1.86
4203-QGNZA,No,Female,0,0,1,28,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,0.0,0.68
4208-UFFGW,Yes,Male,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,1.0,1.5
4210-QFJMF,Yes,Female,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.15,0.0,2.64
4211-MMAZN,Yes,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,0.0,0.68
4213-HKBJO,No,Female,0,0,0,33,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.7,0.0,0.86
4220-TINQT,No,Female,0,1,0,61,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,106.35,0.0,3.54
4223-BKEOR,No,Female,0,0,1,21,1,No,DSL,Yes,No,Yes,No,No,Yes,One year,0,Mailed check,64.85,0.0,2.16
4223-WOZCM,No,Male,1,0,0,2,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,49.95,1.0,1.66
4226-KKDON,No,Male,0,0,0,8,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,66.65,0.0,2.22
4227-OJHAL,No,Female,0,1,1,68,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),73.0,0.0,2.43
4228-ZGYUW,Yes,Male,0,0,0,4,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,90.05,0.0,3.0
4229-CZMLL,Yes,Male,0,0,0,6,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.9,0.0,2.5
4231-LZUYM,No,Female,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.65,0.0,0.86
